g,r,o,u,p,S,i,z,e
p,g,r,o,u,p
p,o,u,t
n,o,d,e,S,i,z,e
l,i,n,k,S,i,z,e
e,d,g,e,C,r,o,s,s
m,e,a,n,A,s,p,e,c,t
m,e,a,n,S,p,a,c,e,W,a,s,t,e,d
TRGIB,15,21526,1.4023648585947543,1.9999999999999996
TRGIB,8,32982,1.411455806663621,2.0
TRGIB,9,3865,1.747590741338016,1.9999999999999991
TRGIB,9,7738,2.399469561971329,2.0
TRGIB,6,2869,1.5840137240677865,2.0
TRGIB,10,4666,1.683833675163787,2.0
TRGIB,13,13723,1.7596667481448687,1.9999999999999996
TRGIB,9,23046,2.0452770729957224,1.9999999999999996
TRGIB,13,13862,1.3474481298578025,2.0
TRGIB,14,27654,1.3903431418075205,2.0
TRGIB,6,5498,1.2536192431940028,2.0
TRGIB,9,12461,1.4391078692384824,1.9999999999999996
TRGIB,7,6153,1.4838553838746333,2.0
TRGIB,6,1927,2.216936368304309,2.0
TRGIB,12,38016,1.3285607017115342,2.0
TRGIB,8,17027,1.6844501738966704,2.0
TRGIB,9,12487,1.3714587957355615,1.9999999999999996
TRGIB,7,18029,1.6083055004221287,1.9999999999999991
TRGIB,7,15797,1.4950409855301432,2.0
TRGIB,9,50273,1.515766857790871,2.0
TRGIB,11,10149,1.6656010055204258,2.0
TRGIB,12,5997,1.4387156359443756,2.0
TRGIB,12,19431,1.568824278455808,2.0
TRGIB,11,9136,1.488487477415151,2.0
TRGIB,13,17046,1.53106614207377,2.0
TRGIB,13,7301,1.5287987723862477,2.0
TRGIB,15,27554,1.7930843123023295,2.0
TRGIB,12,19783,1.6073022996868123,2.0
TRGIB,14,20700,1.29498280478929,2.0
TRGIB,11,26436,2.066283086690218,2.0
TRGIB,17,32654,1.5343961089839977,2.0
TRGIB,9,17171,1.362721601974816,2.0
TRGIB,8,5933,2.2750523886480547,2.0
TRGIB,15,27253,1.2812927756802908,2.0
TRGIB,8,8108,1.5051851670933083,1.9999999999999996
TRGIB,9,11226,2.3150060396232677,2.0
TRGIB,6,3353,3.031189464840903,2.0
TRGIB,12,13027,1.2732063303619499,1.9999999999999996
TRGIB,7,2219,1.7757842210767298,1.9999999999999991
Chatu,8,9896,2.8338374462631823,1.81
Chatu,14,26100,2.560617495691182,1.8999999999999997
Chatu,7,2865,2.9740392114887784,1.8099999999999996
Chatu,6,2387,2.1814786193683915,1.9
Chatu,12,17206,2.2038985523825256,1.9
Chatu,6,6489,2.7372399955665956,1.729
Chatu,6,8304,1.5873854701212757,1.81
Chatu,11,8676,5.179209450743396,1.8999999999999997
Chatu,12,12178,3.84859412250913,1.8999999999999997
Chatu,10,13996,1.8915272463108386,1.9
Chatu,10,28223,1.812404476327545,1.81
Chatu,9,841,2.0273498629854703,1.9
Chatu,12,18912,2.2736181602532617,1.9
Chatu,6,4760,2.5551744672154024,1.81
Chatu,9,20028,2.3851814283759887,1.81
Chatu,6,7713,2.3926259557978815,2.0
Chatu,14,23495,3.040344224967851,1.9
Chatu,6,2277,2.4702085187776954,1.81
Chatu,7,3842,3.1891371609804224,1.81
Chatu,9,4254,2.8037327219118424,1.9
Chatu,10,14923,5.321351200867077,1.8099999999999996
Chatu,10,8684,1.655087889898431,1.9
Chatu,9,5938,2.2596425365289616,1.81
Chatu,9,10291,6.168952993472477,1.9
Chatu,9,6610,1.8619124297534628,1.729
Chatu,14,24694,4.414233366613881,1.8999999999999997
Chatu,12,9827,4.4105675802002615,1.8999999999999997
Chatu,6,1549,3.8297121697284626,1.8999999999999997
Chatu,10,12704,2.2168507157978095,1.9
Chatu,8,4064,1.7883429133687432,1.9
Chatu,16,11512,5.035302748096859,1.9
Chatu,14,33276,3.5329028128335183,1.9
Chatu,7,6932,1.9417194072029293,1.81
Chatu,10,22906,1.9188060306465493,1.8099999999999996
Chatu,8,5214,1.4090563194293493,1.9999999999999996
Chatu,6,3218,1.735105115367307,1.81
Chatu,7,6679,1.7528001243067521,1.81
Chatu,10,13586,2.421895763888072,1.8999999999999997
Chatu,8,13272,5.670913609949157,1.9
Chatu,12,14956,2.8806922449437113,1.9
FDGIB,13,12973,1.042857142857143,1.20000055633636
FDGIB,8,15053,1.0666666666666669,1.4203991350515486
FDGIB,9,8368,1.06,1.2807771068232177
FDGIB,15,10352,1.0375000000000003,1.3027824942996766
FDGIB,6,3072,1.0857142857142859,1.2023819234195174
FDGIB,12,12780,1.0461538461538462,1.215135489247187
FDGIB,16,15583,1.0352941176470591,1.260928487224429
FDGIB,13,14446,1.0428571428571431,1.225533022232932
FDGIB,13,20138,1.0428571428571431,1.125375282997733
FDGIB,12,12780,1.0461538461538462,1.215135489247187
FDGIB,12,26231,1.0461538461538464,1.1604186987229157
FDGIB,8,9054,1.066666666666667,1.1315156879709727
FDGIB,13,20138,1.0428571428571431,1.125375282997733
FDGIB,8,9054,1.066666666666667,1.1315156879709727
FDGIB,6,6732,1.085714285714286,1.17612558242442
FDGIB,14,17471,1.0400000000000003,1.3605455523848133
FDGIB,9,8368,1.06,1.2807771068232177
FDGIB,10,17301,1.054545454545455,1.0902482239757973
FDGIB,6,1340,1.085714285714286,1.456282670408725
FDGIB,6,6732,1.085714285714286,1.17612558242442
FDGIB,6,3501,1.085714285714286,1.404916554734524
FDGIB,6,3072,1.0857142857142859,1.2023819234195174
FDGIB,14,17471,1.0400000000000003,1.3605455523848133
FDGIB,16,15583,1.0352941176470591,1.260928487224429
FDGIB,6,1340,1.085714285714286,1.456282670408725
FDGIB,6,3072,1.0857142857142859,1.2023819234195174
FDGIB,12,26231,1.0461538461538464,1.1604186987229157
FDGIB,8,9054,1.066666666666667,1.1315156879709727
FDGIB,10,17301,1.054545454545455,1.0902482239757973
FDGIB,6,1340,1.085714285714286,1.456282670408725
FDGIB,12,12780,1.0461538461538462,1.215135489247187
FDGIB,13,20138,1.0428571428571431,1.125375282997733
FDGIB,6,6732,1.085714285714286,1.17612558242442
FDGIB,14,17471,1.0400000000000003,1.3605455523848133
FDGIB,12,26231,1.0461538461538464,1.1604186987229157
FDGIB,12,26231,1.0461538461538464,1.1604186987229157
FDGIB,8,15053,1.0666666666666669,1.4203991350515486
FDGIB,16,15583,1.0352941176470591,1.260928487224429
FDGIB,12,12780,1.0461538461538462,1.215135489247187
FDGIB,12,26231,1.0461538461538464,1.1604186987229157
